lstm git:(master)  th main.lua warning: fbcunn not found. Falling back to cunn
Using 2-th gpu
Loading ./data/ptb.train.txt, size of data = 929589
Loading ./data/ptb.valid.txt, size of data = 73760
Loading ./data/ptb.test.txt, size of data = 82430
Network parameters:
{
  max_grad_norm : 10
  seq_length : 35
  batch_size : 20
  lr : 1
  max_max_epoch : 55
  rnn_size : 1500
  init_weight : 0.04
  decay : 1.15
  dropout : 0.65
  layers : 2
  vocab_size : 10000
  max_epoch : 14
}
Creating a RNN LSTM network.
Starting training.
epoch = 0.008, train perp. = 10460.885, wps = 2180, dw:norm() = 60.280, lr = 1.000, since beginning = 0 mins.
epoch = 22.558, train perp. = 56.214, wps = 2542, dw:norm() = 13.009, lr = 0.327, since beginning = 137 mins.
epoch = 22.659, train perp. = 55.999, wps = 2542, dw:norm() = 13.134, lr = 0.327, since beginning = 138 mins.
epoch = 22.759, train perp. = 55.746, wps = 2542, dw:norm() = 13.095, lr = 0.327, since beginning = 139 mins.
epoch = 22.859, train perp. = 55.502, wps = 2543, dw:norm() = 14.221, lr = 0.327, since beginning = 139 mins.
epoch = 22.959, train perp. = 55.260, wps = 2543, dw:norm() = 12.939, lr = 0.327, since beginning = 140 mins.
Validation set perplexity : 82.132
epoch = 23.060, train perp. = 54.997, wps = 2540, dw:norm() = 13.506, lr = 0.284, since beginning = 140 mins.
epoch = 23.160, train perp. = 54.767, wps = 2541, dw:norm() = 12.987, lr = 0.284, since beginning = 141 mins.
epoch = 23.260, train perp. = 54.571, wps = 2541, dw:norm() = 13.546, lr = 0.284, since beginning = 142 mins.
epoch = 23.360, train perp. = 54.355, wps = 2541, dw:norm() = 12.975, lr = 0.284, since beginning = 142 mins.
epoch = 23.460, train perp. = 54.158, wps = 2542, dw:norm() = 13.421, lr = 0.284, since beginning = 143 mins.
epoch = 23.561, train perp. = 53.919, wps = 2542, dw:norm() = 12.728, lr = 0.284, since beginning = 143 mins.
epoch = 23.661, train perp. = 53.696, wps = 2542, dw:norm() = 12.557, lr = 0.284, since beginning = 144 mins.
epoch = 23.761, train perp. = 53.484, wps = 2542, dw:norm() = 13.063, lr = 0.284, since beginning = 145 mins.
epoch = 23.861, train perp. = 53.290, wps = 2543, dw:norm() = 13.492, lr = 0.284, since beginning = 145 mins.
epoch = 23.962, train perp. = 53.089, wps = 2543, dw:norm() = 13.185, lr = 0.284, since beginning = 146 mins.
Validation set perplexity : 81.977
epoch = 24.062, train perp. = 52.915, wps = 2540, dw:norm() = 12.902, lr = 0.247, since beginning = 147 mins.
epoch = 24.162, train perp. = 52.736, wps = 2541, dw:norm() = 13.239, lr = 0.247, since beginning = 147 mins.
epoch = 24.262, train perp. = 52.537, wps = 2541, dw:norm() = 13.761, lr = 0.247, since beginning = 148 mins.
epoch = 24.362, train perp. = 52.345, wps = 2541, dw:norm() = 14.024, lr = 0.247, since beginning = 148 mins.
epoch = 24.463, train perp. = 52.142, wps = 2542, dw:norm() = 13.896, lr = 0.247, since beginning = 149 mins.
epoch = 24.563, train perp. = 51.958, wps = 2542, dw:norm() = 12.796, lr = 0.247, since beginning = 150 mins.
epoch = 24.663, train perp. = 51.730, wps = 2542, dw:norm() = 12.844, lr = 0.247, since beginning = 150 mins.
epoch = 24.763, train perp. = 51.534, wps = 2542, dw:norm() = 13.209, lr = 0.247, since beginning = 151 mins.
epoch = 24.864, train perp. = 51.337, wps = 2543, dw:norm() = 13.371, lr = 0.247, since beginning = 151 mins.
epoch = 24.964, train perp. = 51.155, wps = 2543, dw:norm() = 13.945, lr = 0.247, since beginning = 152 mins.
Validation set perplexity : 81.801
epoch = 25.064, train perp. = 50.958, wps = 2541, dw:norm() = 13.055, lr = 0.215, since beginning = 153 mins.
epoch = 25.164, train perp. = 50.802, wps = 2541, dw:norm() = 12.923, lr = 0.215, since beginning = 153 mins.
epoch = 25.265, train perp. = 50.589, wps = 2541, dw:norm() = 13.872, lr = 0.215, since beginning = 154 mins.
epoch = 25.365, train perp. = 50.432, wps = 2541, dw:norm() = 13.817, lr = 0.215, since beginning = 154 mins.
epoch = 25.465, train perp. = 50.297, wps = 2542, dw:norm() = 14.381, lr = 0.215, since beginning = 155 mins.
epoch = 25.565, train perp. = 50.147, wps = 2542, dw:norm() = 13.021, lr = 0.215, since beginning = 156 mins.
epoch = 25.665, train perp. = 50.007, wps = 2542, dw:norm() = 13.355, lr = 0.215, since beginning = 156 mins.
epoch = 25.766, train perp. = 49.848, wps = 2542, dw:norm() = 13.424, lr = 0.215, since beginning = 157 mins.
epoch = 25.866, train perp. = 49.707, wps = 2542, dw:norm() = 13.763, lr = 0.215, since beginning = 157 mins.
epoch = 25.966, train perp. = 49.538, wps = 2543, dw:norm() = 14.100, lr = 0.215, since beginning = 158 mins.
Validation set perplexity : 81.604
epoch = 26.066, train perp. = 49.381, wps = 2541, dw:norm() = 13.682, lr = 0.187, since beginning = 159 mins.
epoch = 26.167, train perp. = 49.239, wps = 2541, dw:norm() = 14.525, lr = 0.187, since beginning = 159 mins.
epoch = 26.267, train perp. = 49.119, wps = 2541, dw:norm() = 14.593, lr = 0.187, since beginning = 160 mins.
epoch = 26.367, train perp. = 48.984, wps = 2541, dw:norm() = 13.311, lr = 0.187, since beginning = 161 mins.
epoch = 26.467, train perp. = 48.827, wps = 2541, dw:norm() = 13.154, lr = 0.187, since beginning = 161 mins.
epoch = 26.567, train perp. = 48.697, wps = 2542, dw:norm() = 13.778, lr = 0.187, since beginning = 162 mins.
epoch = 26.668, train perp. = 48.574, wps = 2542, dw:norm() = 13.749, lr = 0.187, since beginning = 162 mins.
epoch = 26.768, train perp. = 48.452, wps = 2542, dw:norm() = 14.480, lr = 0.187, since beginning = 163 mins.
epoch = 26.868, train perp. = 48.275, wps = 2542, dw:norm() = 13.767, lr = 0.187, since beginning = 164 mins.
epoch = 26.968, train perp. = 48.129, wps = 2543, dw:norm() = 14.327, lr = 0.187, since beginning = 164 mins.
Validation set perplexity : 81.435
epoch = 27.069, train perp. = 48.020, wps = 2541, dw:norm() = 13.897, lr = 0.163, since beginning = 165 mins.
epoch = 27.169, train perp. = 47.899, wps = 2541, dw:norm() = 12.724, lr = 0.163, since beginning = 166 mins.
epoch = 27.269, train perp. = 47.783, wps = 2541, dw:norm() = 13.501, lr = 0.163, since beginning = 166 mins.
epoch = 27.369, train perp. = 47.617, wps = 2541, dw:norm() = 13.695, lr = 0.163, since beginning = 167 mins.
epoch = 27.469, train perp. = 47.477, wps = 2541, dw:norm() = 12.925, lr = 0.163, since beginning = 167 mins.
epoch = 27.570, train perp. = 47.345, wps = 2542, dw:norm() = 14.113, lr = 0.163, since beginning = 168 mins.
epoch = 27.670, train perp. = 47.180, wps = 2542, dw:norm() = 13.416, lr = 0.163, since beginning = 168 mins.
epoch = 27.770, train perp. = 47.041, wps = 2542, dw:norm() = 14.686, lr = 0.163, since beginning = 169 mins.
epoch = 27.870, train perp. = 46.940, wps = 2542, dw:norm() = 14.083, lr = 0.163, since beginning = 170 mins.
epoch = 27.971, train perp. = 46.812, wps = 2543, dw:norm() = 13.264, lr = 0.163, since beginning = 170 mins.
Validation set perplexity : 81.284
epoch = 28.071, train perp. = 46.713, wps = 2541, dw:norm() = 13.607, lr = 0.141, since beginning = 171 mins.
epoch = 28.171, train perp. = 46.615, wps = 2541, dw:norm() = 14.275, lr = 0.141, since beginning = 172 mins.
epoch = 28.271, train perp. = 46.496, wps = 2541, dw:norm() = 13.873, lr = 0.141, since beginning = 172 mins.
epoch = 28.372, train perp. = 46.385, wps = 2541, dw:norm() = 13.828, lr = 0.141, since beginning = 173 mins.
epoch = 28.472, train perp. = 46.277, wps = 2541, dw:norm() = 14.149, lr = 0.141, since beginning = 173 mins.
epoch = 28.572, train perp. = 46.178, wps = 2542, dw:norm() = 13.709, lr = 0.141, since beginning = 174 mins.
epoch = 28.672, train perp. = 46.106, wps = 2542, dw:norm() = 14.018, lr = 0.141, since beginning = 175 mins.
epoch = 28.772, train perp. = 46.006, wps = 2542, dw:norm() = 13.076, lr = 0.141, since beginning = 175 mins.
epoch = 28.873, train perp. = 45.872, wps = 2542, dw:norm() = 13.810, lr = 0.141, since beginning = 176 mins.
epoch = 28.973, train perp. = 45.771, wps = 2542, dw:norm() = 14.328, lr = 0.141, since beginning = 176 mins.
Validation set perplexity : 81.024
epoch = 29.073, train perp. = 45.659, wps = 2541, dw:norm() = 13.259, lr = 0.123, since beginning = 177 mins.
epoch = 29.173, train perp. = 45.535, wps = 2541, dw:norm() = 13.398, lr = 0.123, since beginning = 178 mins.
epoch = 29.274, train perp. = 45.465, wps = 2541, dw:norm() = 14.016, lr = 0.123, since beginning = 178 mins.
epoch = 29.374, train perp. = 45.382, wps = 2541, dw:norm() = 14.670, lr = 0.123, since beginning = 179 mins.
epoch = 29.474, train perp. = 45.316, wps = 2541, dw:norm() = 13.603, lr = 0.123, since beginning = 180 mins.
epoch = 29.574, train perp. = 45.234, wps = 2542, dw:norm() = 13.393, lr = 0.123, since beginning = 180 mins.
epoch = 29.674, train perp. = 45.132, wps = 2542, dw:norm() = 13.292, lr = 0.123, since beginning = 181 mins.
epoch = 29.775, train perp. = 45.028, wps = 2542, dw:norm() = 14.063, lr = 0.123, since beginning = 181 mins.
epoch = 29.875, train perp. = 44.935, wps = 2542, dw:norm() = 13.930, lr = 0.123, since beginning = 182 mins.
epoch = 29.975, train perp. = 44.834, wps = 2542, dw:norm() = 14.462, lr = 0.123, since beginning = 182 mins.
Validation set perplexity : 81.050
epoch = 30.075, train perp. = 44.747, wps = 2541, dw:norm() = 13.637, lr = 0.107, since beginning = 183 mins.
epoch = 30.176, train perp. = 44.650, wps = 2541, dw:norm() = 13.709, lr = 0.107, since beginning = 184 mins.
epoch = 30.276, train perp. = 44.566, wps = 2541, dw:norm() = 14.539, lr = 0.107, since beginning = 184 mins.
epoch = 30.376, train perp. = 44.474, wps = 2541, dw:norm() = 14.289, lr = 0.107, since beginning = 185 mins.
epoch = 30.476, train perp. = 44.367, wps = 2541, dw:norm() = 14.166, lr = 0.107, since beginning = 186 mins.
epoch = 30.576, train perp. = 44.315, wps = 2542, dw:norm() = 14.169, lr = 0.107, since beginning = 186 mins.
epoch = 30.677, train perp. = 44.244, wps = 2542, dw:norm() = 13.731, lr = 0.107, since beginning = 187 mins.
epoch = 30.777, train perp. = 44.159, wps = 2542, dw:norm() = 13.345, lr = 0.107, since beginning = 187 mins.
epoch = 30.877, train perp. = 44.045, wps = 2542, dw:norm() = 14.286, lr = 0.107, since beginning = 188 mins.
epoch = 30.977, train perp. = 43.966, wps = 2542, dw:norm() = 13.988, lr = 0.107, since beginning = 189 mins.
Validation set perplexity : 81.238
epoch = 31.078, train perp. = 43.892, wps = 2540, dw:norm() = 14.140, lr = 0.093, since beginning = 189 mins.
epoch = 31.178, train perp. = 43.842, wps = 2541, dw:norm() = 13.895, lr = 0.093, since beginning = 190 mins.
epoch = 31.278, train perp. = 43.778, wps = 2541, dw:norm() = 14.044, lr = 0.093, since beginning = 191 mins.
epoch = 31.378, train perp. = 43.731, wps = 2541, dw:norm() = 14.674, lr = 0.093, since beginning = 191 mins.
epoch = 31.479, train perp. = 43.627, wps = 2541, dw:norm() = 14.596, lr = 0.093, since beginning = 192 mins.
epoch = 31.579, train perp. = 43.516, wps = 2541, dw:norm() = 14.412, lr = 0.093, since beginning = 192 mins.
epoch = 31.679, train perp. = 43.454, wps = 2542, dw:norm() = 13.687, lr = 0.093, since beginning = 193 mins.
epoch = 31.779, train perp. = 43.398, wps = 2542, dw:norm() = 13.384, lr = 0.093, since beginning = 194 mins.
epoch = 31.879, train perp. = 43.361, wps = 2542, dw:norm() = 14.443, lr = 0.093, since beginning = 194 mins.
epoch = 31.980, train perp. = 43.286, wps = 2542, dw:norm() = 13.937, lr = 0.093, since beginning = 195 mins.
Validation set perplexity : 81.378
epoch = 32.080, train perp. = 43.242, wps = 2540, dw:norm() = 14.363, lr = 0.081, since beginning = 195 mins.
epoch = 32.180, train perp. = 43.180, wps = 2541, dw:norm() = 13.047, lr = 0.081, since beginning = 196 mins.
epoch = 32.280, train perp. = 43.081, wps = 2541, dw:norm() = 14.724, lr = 0.081, since beginning = 197 mins.
epoch = 32.381, train perp. = 43.033, wps = 2541, dw:norm() = 13.730, lr = 0.081, since beginning = 197 mins.
epoch = 32.481, train perp. = 42.979, wps = 2541, dw:norm() = 14.651, lr = 0.081, since beginning = 198 mins.
epoch = 32.581, train perp. = 42.940, wps = 2541, dw:norm() = 14.087, lr = 0.081, since beginning = 198 mins.
epoch = 32.681, train perp. = 42.845, wps = 2542, dw:norm() = 12.720, lr = 0.081, since beginning = 199 mins.
epoch = 32.781, train perp. = 42.780, wps = 2542, dw:norm() = 13.668, lr = 0.081, since beginning = 200 mins.
epoch = 32.882, train perp. = 42.724, wps = 2542, dw:norm() = 14.557, lr = 0.081, since beginning = 200 mins.
epoch = 32.982, train perp. = 42.638, wps = 2542, dw:norm() = 13.801, lr = 0.081, since beginning = 201 mins.
Validation set perplexity : 81.083
epoch = 33.082, train perp. = 42.568, wps = 2540, dw:norm() = 14.002, lr = 0.070, since beginning = 202 mins.
epoch = 33.182, train perp. = 42.483, wps = 2541, dw:norm() = 13.754, lr = 0.070, since beginning = 202 mins.
epoch = 33.283, train perp. = 42.434, wps = 2541, dw:norm() = 14.897, lr = 0.070, since beginning = 203 mins.
epoch = 33.383, train perp. = 42.363, wps = 2541, dw:norm() = 13.987, lr = 0.070, since beginning = 203 mins.
epoch = 33.483, train perp. = 42.336, wps = 2541, dw:norm() = 14.388, lr = 0.070, since beginning = 204 mins.
epoch = 33.583, train perp. = 42.299, wps = 2541, dw:norm() = 14.657, lr = 0.070, since beginning = 205 mins.
epoch = 33.683, train perp. = 42.268, wps = 2542, dw:norm() = 13.934, lr = 0.070, since beginning = 205 mins.
epoch = 33.784, train perp. = 42.228, wps = 2542, dw:norm() = 13.351, lr = 0.070, since beginning = 206 mins.
epoch = 33.884, train perp. = 42.165, wps = 2542, dw:norm() = 15.327, lr = 0.070, since beginning = 206 mins.
epoch = 33.984, train perp. = 42.116, wps = 2542, dw:norm() = 14.034, lr = 0.070, since beginning = 207 mins.
Validation set perplexity : 81.283
epoch = 34.084, train perp. = 42.040, wps = 2540, dw:norm() = 14.061, lr = 0.061, since beginning = 208 mins.
epoch = 34.185, train perp. = 41.998, wps = 2541, dw:norm() = 13.755, lr = 0.061, since beginning = 208 mins.
epoch = 34.285, train perp. = 41.952, wps = 2541, dw:norm() = 14.570, lr = 0.061, since beginning = 209 mins.
epoch = 34.385, train perp. = 41.929, wps = 2541, dw:norm() = 14.546, lr = 0.061, since beginning = 209 mins.
epoch = 34.485, train perp. = 41.859, wps = 2541, dw:norm() = 14.846, lr = 0.061, since beginning = 210 mins.
epoch = 34.586, train perp. = 41.802, wps = 2541, dw:norm() = 14.183, lr = 0.061, since beginning = 211 mins.
epoch = 34.686, train perp. = 41.761, wps = 2541, dw:norm() = 13.315, lr = 0.061, since beginning = 211 mins.
epoch = 34.786, train perp. = 41.697, wps = 2542, dw:norm() = 13.973, lr = 0.061, since beginning = 212 mins.
epoch = 34.886, train perp. = 41.713, wps = 2542, dw:norm() = 14.417, lr = 0.061, since beginning = 212 mins.
epoch = 34.986, train perp. = 41.692, wps = 2542, dw:norm() = 14.986, lr = 0.061, since beginning = 213 mins.
Validation set perplexity : 81.195
epoch = 35.087, train perp. = 41.659, wps = 2540, dw:norm() = 14.341, lr = 0.053, since beginning = 214 mins.
epoch = 35.187, train perp. = 41.649, wps = 2541, dw:norm() = 13.832, lr = 0.053, since beginning = 214 mins.
epoch = 35.287, train perp. = 41.636, wps = 2541, dw:norm() = 14.097, lr = 0.053, since beginning = 215 mins.
epoch = 35.387, train perp. = 41.579, wps = 2541, dw:norm() = 14.000, lr = 0.053, since beginning = 216 mins.
epoch = 35.488, train perp. = 41.571, wps = 2541, dw:norm() = 15.144, lr = 0.053, since beginning = 216 mins.
epoch = 35.588, train perp. = 41.509, wps = 2541, dw:norm() = 14.842, lr = 0.053, since beginning = 217 mins.
epoch = 35.688, train perp. = 41.464, wps = 2541, dw:norm() = 14.319, lr = 0.053, since beginning = 217 mins.
epoch = 35.788, train perp. = 41.440, wps = 2542, dw:norm() = 14.330, lr = 0.053, since beginning = 218 mins.
epoch = 35.888, train perp. = 41.358, wps = 2542, dw:norm() = 14.699, lr = 0.053, since beginning = 219 mins.
epoch = 35.989, train perp. = 41.310, wps = 2542, dw:norm() = 13.766, lr = 0.053, since beginning = 219 mins.
Validation set perplexity : 81.246
epoch = 36.089, train perp. = 41.285, wps = 2540, dw:norm() = 14.429, lr = 0.046, since beginning = 220 mins.
epoch = 36.189, train perp. = 41.248, wps = 2541, dw:norm() = 14.667, lr = 0.046, since beginning = 220 mins.
epoch = 36.289, train perp. = 41.194, wps = 2541, dw:norm() = 14.388, lr = 0.046, since beginning = 221 mins.
epoch = 36.390, train perp. = 41.167, wps = 2541, dw:norm() = 14.406, lr = 0.046, since beginning = 222 mins.
epoch = 36.490, train perp. = 41.133, wps = 2541, dw:norm() = 14.695, lr = 0.046, since beginning = 222 mins.
epoch = 36.590, train perp. = 41.110, wps = 2541, dw:norm() = 14.666, lr = 0.046, since beginning = 223 mins.
epoch = 36.690, train perp. = 41.068, wps = 2541, dw:norm() = 13.692, lr = 0.046, since beginning = 223 mins.
epoch = 36.791, train perp. = 41.035, wps = 2542, dw:norm() = 14.935, lr = 0.046, since beginning = 224 mins.
epoch = 36.891, train perp. = 40.976, wps = 2542, dw:norm() = 14.211, lr = 0.046, since beginning = 225 mins.
epoch = 36.991, train perp. = 40.948, wps = 2542, dw:norm() = 14.751, lr = 0.046, since beginning = 225 mins.
Validation set perplexity : 81.286
epoch = 37.091, train perp. = 40.921, wps = 2540, dw:norm() = 14.901, lr = 0.040, since beginning = 226 mins.
epoch = 37.191, train perp. = 40.890, wps = 2541, dw:norm() = 14.254, lr = 0.040, since beginning = 227 mins.
epoch = 37.292, train perp. = 40.848, wps = 2541, dw:norm() = 14.531, lr = 0.040, since beginning = 227 mins.
epoch = 37.392, train perp. = 40.815, wps = 2541, dw:norm() = 14.210, lr = 0.040, since beginning = 228 mins.
epoch = 37.492, train perp. = 40.779, wps = 2541, dw:norm() = 14.981, lr = 0.040, since beginning = 228 mins.
epoch = 37.592, train perp. = 40.735, wps = 2541, dw:norm() = 14.499, lr = 0.040, since beginning = 229 mins.
epoch = 37.693, train perp. = 40.687, wps = 2541, dw:norm() = 15.564, lr = 0.040, since beginning = 230 mins.
epoch = 37.793, train perp. = 40.630, wps = 2542, dw:norm() = 14.603, lr = 0.040, since beginning = 230 mins.
epoch = 37.893, train perp. = 40.611, wps = 2542, dw:norm() = 14.554, lr = 0.040, since beginning = 231 mins.
epoch = 37.993, train perp. = 40.587, wps = 2542, dw:norm() = 14.258, lr = 0.040, since beginning = 231 mins.
Validation set perplexity : 81.304
epoch = 38.093, train perp. = 40.576, wps = 2540, dw:norm() = 15.470, lr = 0.035, since beginning = 232 mins.
epoch = 38.194, train perp. = 40.525, wps = 2541, dw:norm() = 15.178, lr = 0.035, since beginning = 233 mins.
epoch = 38.294, train perp. = 40.482, wps = 2541, dw:norm() = 14.496, lr = 0.035, since beginning = 233 mins.
epoch = 38.394, train perp. = 40.481, wps = 2541, dw:norm() = 14.245, lr = 0.035, since beginning = 234 mins.
epoch = 38.494, train perp. = 40.435, wps = 2541, dw:norm() = 14.952, lr = 0.035, since beginning = 234 mins.
epoch = 38.595, train perp. = 40.414, wps = 2541, dw:norm() = 13.866, lr = 0.035, since beginning = 235 mins.
epoch = 38.695, train perp. = 40.433, wps = 2541, dw:norm() = 13.782, lr = 0.035, since beginning = 236 mins.
epoch = 38.795, train perp. = 40.407, wps = 2542, dw:norm() = 14.920, lr = 0.035, since beginning = 236 mins.
epoch = 38.895, train perp. = 40.389, wps = 2542, dw:norm() = 13.923, lr = 0.035, since beginning = 237 mins.
epoch = 38.995, train perp. = 40.355, wps = 2542, dw:norm() = 14.526, lr = 0.035, since beginning = 237 mins.
Validation set perplexity : 81.280
epoch = 39.096, train perp. = 40.350, wps = 2540, dw:norm() = 14.618, lr = 0.030, since beginning = 238 mins.
epoch = 39.196, train perp. = 40.329, wps = 2541, dw:norm() = 14.161, lr = 0.030, since beginning = 239 mins.
epoch = 39.296, train perp. = 40.309, wps = 2541, dw:norm() = 14.602, lr = 0.030, since beginning = 239 mins.
epoch = 39.396, train perp. = 40.261, wps = 2541, dw:norm() = 14.142, lr = 0.030, since beginning = 240 mins.
epoch = 39.497, train perp. = 40.248, wps = 2541, dw:norm() = 14.661, lr = 0.030, since beginning = 241 mins.
epoch = 39.597, train perp. = 40.234, wps = 2541, dw:norm() = 14.435, lr = 0.030, since beginning = 241 mins.
epoch = 39.697, train perp. = 40.190, wps = 2541, dw:norm() = 13.619, lr = 0.030, since beginning = 242 mins.
epoch = 39.797, train perp. = 40.165, wps = 2542, dw:norm() = 14.664, lr = 0.030, since beginning = 242 mins.
epoch = 39.898, train perp. = 40.132, wps = 2542, dw:norm() = 14.593, lr = 0.030, since beginning = 243 mins.
epoch = 39.998, train perp. = 40.109, wps = 2542, dw:norm() = 14.261, lr = 0.030, since beginning = 244 mins.
Validation set perplexity : 81.196
epoch = 40.098, train perp. = 40.047, wps = 2540, dw:norm() = 15.110, lr = 0.026, since beginning = 244 mins.
epoch = 40.198, train perp. = 40.035, wps = 2541, dw:norm() = 14.845, lr = 0.026, since beginning = 245 mins.
epoch = 40.298, train perp. = 40.028, wps = 2541, dw:norm() = 14.667, lr = 0.026, since beginning = 246 mins.
epoch = 40.399, train perp. = 40.001, wps = 2541, dw:norm() = 14.245, lr = 0.026, since beginning = 246 mins.
epoch = 40.499, train perp. = 39.974, wps = 2541, dw:norm() = 14.733, lr = 0.026, since beginning = 247 mins.
epoch = 40.599, train perp. = 39.947, wps = 2541, dw:norm() = 14.197, lr = 0.026, since beginning = 247 mins.
epoch = 40.699, train perp. = 39.927, wps = 2541, dw:norm() = 14.042, lr = 0.026, since beginning = 248 mins.
epoch = 40.800, train perp. = 39.920, wps = 2542, dw:norm() = 15.163, lr = 0.026, since beginning = 248 mins.
epoch = 40.900, train perp. = 39.926, wps = 2542, dw:norm() = 14.184, lr = 0.026, since beginning = 249 mins.
epoch = 41.000, train perp. = 39.900, wps = 2542, dw:norm() = 14.916, lr = 0.026, since beginning = 250 mins.
Validation set perplexity : 81.294
epoch = 41.100, train perp. = 39.884, wps = 2540, dw:norm() = 14.466, lr = 0.023, since beginning = 250 mins.
epoch = 41.200, train perp. = 39.866, wps = 2541, dw:norm() = 14.168, lr = 0.023, since beginning = 251 mins.
epoch = 41.301, train perp. = 39.830, wps = 2541, dw:norm() = 14.089, lr = 0.023, since beginning = 252 mins.
epoch = 41.401, train perp. = 39.840, wps = 2541, dw:norm() = 14.642, lr = 0.023, since beginning = 252 mins.
epoch = 41.501, train perp. = 39.830, wps = 2541, dw:norm() = 14.591, lr = 0.023, since beginning = 253 mins.
epoch = 41.601, train perp. = 39.780, wps = 2541, dw:norm() = 14.657, lr = 0.023, since beginning = 253 mins.
epoch = 41.702, train perp. = 39.781, wps = 2541, dw:norm() = 14.925, lr = 0.023, since beginning = 254 mins.
epoch = 41.802, train perp. = 39.783, wps = 2541, dw:norm() = 14.086, lr = 0.023, since beginning = 255 mins.
epoch = 41.902, train perp. = 39.742, wps = 2542, dw:norm() = 14.851, lr = 0.023, since beginning = 255 mins.
Validation set perplexity : 81.267
epoch = 42.002, train perp. = 39.705, wps = 2540, dw:norm() = 14.395, lr = 0.020, since beginning = 256 mins.
epoch = 42.102, train perp. = 39.681, wps = 2540, dw:norm() = 15.131, lr = 0.020, since beginning = 257 mins.
epoch = 42.203, train perp. = 39.676, wps = 2541, dw:norm() = 14.838, lr = 0.020, since beginning = 257 mins.
epoch = 42.303, train perp. = 39.688, wps = 2541, dw:norm() = 14.399, lr = 0.020, since beginning = 258 mins.
epoch = 42.403, train perp. = 39.680, wps = 2541, dw:norm() = 14.465, lr = 0.020, since beginning = 258 mins.
epoch = 42.503, train perp. = 39.672, wps = 2541, dw:norm() = 14.667, lr = 0.020, since beginning = 259 mins.
epoch = 42.604, train perp. = 39.650, wps = 2541, dw:norm() = 14.304, lr = 0.020, since beginning = 260 mins.
epoch = 42.704, train perp. = 39.621, wps = 2541, dw:norm() = 13.924, lr = 0.020, since beginning = 260 mins.
epoch = 42.804, train perp. = 39.605, wps = 2541, dw:norm() = 13.884, lr = 0.020, since beginning = 261 mins.
epoch = 42.904, train perp. = 39.602, wps = 2542, dw:norm() = 14.273, lr = 0.020, since beginning = 261 mins.
Validation set perplexity : 81.268
epoch = 43.005, train perp. = 39.583, wps = 2540, dw:norm() = 13.842, lr = 0.017, since beginning = 262 mins.
epoch = 43.105, train perp. = 39.574, wps = 2540, dw:norm() = 14.851, lr = 0.017, since beginning = 263 mins.
epoch = 43.205, train perp. = 39.560, wps = 2541, dw:norm() = 14.508, lr = 0.017, since beginning = 263 mins.
epoch = 43.305, train perp. = 39.541, wps = 2541, dw:norm() = 13.898, lr = 0.017, since beginning = 264 mins.
epoch = 43.405, train perp. = 39.520, wps = 2541, dw:norm() = 14.490, lr = 0.017, since beginning = 264 mins.
epoch = 43.506, train perp. = 39.521, wps = 2541, dw:norm() = 14.455, lr = 0.017, since beginning = 265 mins.
epoch = 43.606, train perp. = 39.532, wps = 2541, dw:norm() = 14.256, lr = 0.017, since beginning = 266 mins.
epoch = 43.706, train perp. = 39.526, wps = 2541, dw:norm() = 13.930, lr = 0.017, since beginning = 266 mins.
epoch = 43.806, train perp. = 39.478, wps = 2541, dw:norm() = 14.139, lr = 0.017, since beginning = 267 mins.
epoch = 43.907, train perp. = 39.444, wps = 2542, dw:norm() = 14.853, lr = 0.017, since beginning = 267 mins.
Validation set perplexity : 81.206
epoch = 44.007, train perp. = 39.441, wps = 2540, dw:norm() = 13.933, lr = 0.015, since beginning = 268 mins.
epoch = 44.107, train perp. = 39.421, wps = 2540, dw:norm() = 15.098, lr = 0.015, since beginning = 269 mins.
epoch = 44.207, train perp. = 39.390, wps = 2541, dw:norm() = 14.229, lr = 0.015, since beginning = 269 mins.
epoch = 44.307, train perp. = 39.383, wps = 2541, dw:norm() = 14.653, lr = 0.015, since beginning = 270 mins.
epoch = 44.408, train perp. = 39.363, wps = 2541, dw:norm() = 15.199, lr = 0.015, since beginning = 271 mins.
epoch = 44.508, train perp. = 39.358, wps = 2541, dw:norm() = 14.975, lr = 0.015, since beginning = 271 mins.
epoch = 44.608, train perp. = 39.332, wps = 2541, dw:norm() = 14.535, lr = 0.015, since beginning = 272 mins.
epoch = 44.708, train perp. = 39.307, wps = 2541, dw:norm() = 13.731, lr = 0.015, since beginning = 272 mins.
epoch = 44.809, train perp. = 39.294, wps = 2541, dw:norm() = 14.978, lr = 0.015, since beginning = 273 mins.
epoch = 44.909, train perp. = 39.297, wps = 2542, dw:norm() = 14.253, lr = 0.015, since beginning = 274 mins.
Validation set perplexity : 81.221
epoch = 45.009, train perp. = 39.284, wps = 2540, dw:norm() = 14.066, lr = 0.013, since beginning = 274 mins.
epoch = 45.109, train perp. = 39.273, wps = 2540, dw:norm() = 14.208, lr = 0.013, since beginning = 275 mins.
epoch = 45.209, train perp. = 39.260, wps = 2541, dw:norm() = 14.014, lr = 0.013, since beginning = 275 mins.
epoch = 45.310, train perp. = 39.249, wps = 2541, dw:norm() = 15.001, lr = 0.013, since beginning = 276 mins.
epoch = 45.410, train perp. = 39.256, wps = 2541, dw:norm() = 14.101, lr = 0.013, since beginning = 277 mins.
epoch = 45.510, train perp. = 39.234, wps = 2541, dw:norm() = 14.841, lr = 0.013, since beginning = 277 mins.
